f2#0,"""이머전시 트라이얼 「$(0)」 발생!"""
QuestFreshmanM:EnemyAttackUp010#1,"""공격력이 10%"""
QuestFreshmanM:EnemyAttackUp020#1,"""공격력이 20%"""
QuestFreshmanM:EnemyAttackUp030#1,"""공격력이 30%"""
QuestFreshmanM:EnemyAttackUp040#1,"""공격력이 40%"""
QuestFreshmanM:EnemyAttackUp050#1,"""공격력이 50%"""
QuestFreshmanM:EnemyAttackUp060#1,"""공격력이 60%"""
QuestFreshmanM:EnemyAttackUp070#1,"""공격력이 70%"""
QuestFreshmanM:EnemyAttackUp080#1,"""공격력이 80%"""
QuestFreshmanM:EnemyAttackUp090#1,"""공격력이 90%"""
QuestFreshmanM:EnemyAttackUp100#1,"""공격력이 100%"""
QuestFreshmanM:HealDown010#1,"""HP 회복 효과가 10% 감소"""
QuestFreshmanM:HealDown020#1,"""HP 회복 효과가 20% 감소"""
QuestFreshmanM:HealDown030#1,"""HP 회복 효과가 30% 감소"""
QuestFreshmanM:HealDown040#1,"""HP 회복 효과가 40% 감소"""
QuestFreshmanM:HealDown050#1,"""HP 회복 효과가 50% 감소"""
QuestFreshmanM:HealDown060#1,"""HP 회복 효과가 60% 감소"""
QuestFreshmanM:HealDown070#1,"""HP 회복 효과가 70% 감소"""
QuestFreshmanM:HealDown080#1,"""HP 회복 효과가 80% 감소"""
QuestFreshmanM:HealDown090#1,"""HP 회복 효과가 90% 감소"""
QuestFreshmanM:HealDown099#1,"""HP 회복 효과가 99% 감소"""
QuestFreshmanL:EnemyHpUp010#1,"""HP가 10%"""
QuestFreshmanL:EnemyHpUp020#1,"""HP가 20%"""
QuestFreshmanL:EnemyHpUp030#1,"""HP가 30%"""
QuestFreshmanL:EnemyHpUp040#1,"""HP가 40%"""
QuestFreshmanL:EnemyHpUp050#1,"""HP가 50%"""
QuestFreshmanL:EnemyHpUp060#1,"""HP가 60%"""
QuestFreshmanL:EnemyHpUp070#1,"""HP가 70%"""
QuestFreshmanL:EnemyHpUp080#1,"""HP가 80%"""
QuestFreshmanL:EnemyHpUp090#1,"""HP가 90%"""
QuestFreshmanL:EnemyHpUp100#1,"""HP가 100%"""
QuestFreshmanL:EnemyHpUp150#1,"""HP가 150%"""
QuestFreshmanL:EnemyHpUp200#1,"""HP가 200%"""
QuestFreshmanL:EnemyHpUp250#1,"""HP가 250%"""
QuestFreshmanL:EnemyHpUp300#1,"""HP가 300%"""
QuestFreshmanL:EnemyAttackUp010#1,"""공격력이 10%"""
QuestFreshmanL:EnemyAttackUp020#1,"""공격력이 20%"""
QuestFreshmanL:EnemyAttackUp030#1,"""공격력이 30%"""
QuestFreshmanL:EnemyAttackUp040#1,"""공격력이 40%"""
QuestFreshmanL:EnemyAttackUp050#1,"""공격력이 50%"""
QuestFreshmanL:EnemyAttackUp060#1,"""공격력이 60%"""
QuestFreshmanL:EnemyAttackUp070#1,"""공격력이 70%"""
QuestFreshmanL:EnemyAttackUp080#1,"""공격력이 80%"""
QuestFreshmanL:EnemyAttackUp090#1,"""공격력이 90%"""
QuestFreshmanL:EnemyAttackUp100#1,"""공격력이 100%"""
QuestFreshmanL:EnemyAttackUp150#1,"""공격력이 150%"""
QuestFreshmanL:EnemyAttackUp200#1,"""공격력이 200%"""
QuestFreshmanL:EnemyAttackUp250#1,"""공격력이 250%"""
QuestFreshmanL:EnemyAttackUp300#1,"""공격력이 300%"""
QuestFreshmanL:HealDown010#1,"""HP 회복 효과가 10% 감소"""
QuestFreshmanL:HealDown020#1,"""HP 회복 효과가 20% 감소"""
QuestFreshmanL:HealDown030#1,"""HP 회복 효과가 30% 감소"""
QuestFreshmanL:HealDown040#1,"""HP 회복 효과가 40% 감소"""
QuestFreshmanL:HealDown050#1,"""HP 회복 효과가 50% 감소"""
QuestFreshmanL:HealDown060#1,"""HP 회복 효과가 60% 감소"""
QuestFreshmanL:HealDown070#1,"""HP 회복 효과가 70% 감소"""
QuestFreshmanL:HealDown080#1,"""HP 회복 효과가 80% 감소"""
QuestFreshmanL:HealDown090#1,"""HP 회복 효과가 90% 감소"""
QuestFreshmanL:HealDown099#1,"""HP 회복 효과가 99% 감소"""
ProgMissionOrderTitle#1,"""미션 오더를 클리어 하라!"""
MissionOrderTime#1,"""$(0)초간,"""
MissionOrderTimeLimit#1,"""$(0)초 이내로"""
MissionOrderTimes#1,"""$(0)회 이상"""
MissionOrderNum#1,"""$(0)개"""
MissionOrderNumEnemy#1,"""$(0)마리"""
MissionOrderDamegeTimes#1,"""$(0)이상의 데미지를 $(1)회"""
MissionOrderDamege#1,"""$(0)이상의 데미지를"""
MissionOrderGuideKillEnemy_Forward#1,"""<yellow>【가산형 미션 오더】<br><br>$(0)적을 $(1) 쓰러뜨려라!<br>쓰러뜨린 적 만큼 스코어 업!"""
MissionOrderGuideKillEnemy_Backward#1,"""<c 00ff00>【감산형 미션 오더】<br><br>$(0)적을 쓰러뜨리지 마라!<br>쓰러뜨린 적 만큼 스코어 감소!"""
MissionOrderGuideKillEnemy_None#1,"""<c ff4f3f>【달성형 미션 오더】<br><br>$(0)적을 $(1) 쓰러뜨려라!<br>조건을 달성하면 스코어 업!<br><red>※조건 미달의 경우엔 오더 실패"""
MissionOrderGuideKillEnemyFront_Forward#1,"""<yellow>【가산형 미션 오더】<br><br>$(0)정면에서 적을 $(1) 쓰러뜨려라!<br>쓰러뜨린 적 만큼 스코어 업!"""
MissionOrderGuideKillEnemyFront_Backward#1,"""<c 00ff00>【감산형 미션 오더】<br><br>$(0)정면에서 적을 쓰러뜨리지 마라!<br>쓰러뜨린 적에 따라 획득 스코어 감소!"""
MissionOrderGuideKillEnemyFront_None#1,"""<c ff4f3f>【달성형 미션 오더】<br><br>$(0)정면에서 적을 $(1) 쓰러뜨려라!<br>조건을 달성하면 스코어 업!<br><red>※조건 미달의 경우엔 오더 실패"""
MissionOrderGuideKillEnemyBack_Forward#1,"""<yellow>【가산형 미션 오더】<br><br>$(0)후면에서 적을 $(1) 쓰러뜨려라!<br>쓰러뜨린 적 만큼 스코어 업!"""
MissionOrderGuideKillEnemyBack_Backward#1,"""<c 00ff00>【감산형 미션 오더】<br><br>$(0)후면에서 적을 쓰러뜨리지 마라!<br>쓰러뜨린 적에 따라 획득 스코어 감소!"""
MissionOrderGuideKillEnemyBack_None#1,"""<c ff4f3f>【달성형 미션 오더】<br><br>$(0)후면에서 적을 $(1) 쓰러뜨려라!<br>조건을 달성하면 스코어 업!<br><red>※조건 미달의 경우엔 오더 실패"""
MissionOrderGuideKillEnemyWeakPoint_Forward#1,"""<yellow>【가산형 미션 오더】<br><br>$(0)약점 부위를 공격해 적을 $(1) 쓰러뜨려라!<br>쓰러뜨린 적 만큼 스코어 업!"""
MissionOrderGuideKillEnemyWeakPoint_Backward#1,"""<c 00ff00>【감산형 미션 오더】<br><br>$(0)약점 부위를 공격해 적을 쓰러뜨리지 마라!<br>쓰러뜨린 적에 따라 획득 스코어 감소!"""
MissionOrderGuideKillEnemyWeakPoint_None#1,"""<c ff4f3f>【달성형 미션 오더】<br><br>$(0)약점 부위를 공격해 적을 $(1) 쓰러뜨려라!<br>조건을 달성하면 스코어 업!<br><red>※조건 미달의 경우엔 오더 실패"""
MissionOrderGuideBreakParts_Forward#1,"""<yellow>【가산형 미션 오더】<br><br>$(0)적의 부위를 $(1) 파괴하라!<br>쓰러뜨린 적 만큼 스코어 업!"""
MissionOrderGuideBreakParts_Backward#1,"""<c 00ff00>【감산형 미션 오더】<br><br>$(0)적의 부위를 $(1) 파괴하지 마라!<br>파괴산 수에 따라 획득 스코어 감소!"""
MissionOrderGuideBreakParts_None#1,"""<c ff4f3f>【달성형 미션 오더】<br><br>$(0)적의 부위를 $(1) 파괴하라!<br>조건을 달성하면 스코어 업!<br><red>※조건 미달의 경우엔 오더 실패"""
MissionOrderGuideMaxDamage_Forward#1,"""<yellow>【가산형 미션 오더】<br><br>$(0)$(1) 입혀라!<br>쓰러뜨린 적 만큼 스코어 업!"""
MissionOrderGuideMaxDamage_Backward#1,"""<c 00ff00>【감산형 미션 오더】<br><br>$(0)$(1) 입히지 마라!<br>입힌 횟수에 따라 스코어가 감소!"""
MissionOrderGuideMaxDamage_None#1,"""<c ff4f3f>【달성형 미션 오더】<br><br>$(0)$(1) 입혀라!<br>조건을 달성하면 스코어 업!<br><red>※조건 미달의 경우엔 오더 실패"""
MissionOrderGuidePlayerDead_Forward#1,"""<yellow>【가산형 미션 오더】<br><br>$(0)$(1)전투 불능이 되어라!<br>쓰러뜨린 적 만큼 스코어 업!"""
MissionOrderGuidePlayerDead_Backward#1,"""<c 00ff00>【감산형 미션 오더】<br><br>$(0)$(1)전투 불능이 되지마라!<br>전투 불능 횟수에 따라 획득 점수 감소!"""
MissionOrderGuidePlayerDead_None#1,"""<c ff4f3f>【달성형 미션 오더】<br><br>$(0)$(1)전투 불능이 되지마라!<br>조건을 달성하면 스코어 업!<br><red>※조건 미달의 경우엔 오더 실패"""
MissionOrderGuidePlayerHeal_Forward#1,"""<yellow>【가산형 미션 오더】<br><br>$(0)$(1) 회복 효과를 받아라!<br>회복 횟수에 따라 획득 스코어가 업!"""
MissionOrderGuidePlayerHeal_Backward#1,"""<c 00ff00>【감산형 미션 오더】<br><br>$(0)$(1) 회복 효과를 받지 마라!<br>회복 횟수에 따라 획득 점수 감소!"""
MissionOrderGuidePlayerHeal_None#1,"""<c ff4f3f>【달성형 미션 오더】<br><br>$(0)$(1) 회복 효과를 받지 마라!<br>조건을 달성하면 스코어 업!<br><red>※조건 미달의 경우엔 오더 실패"""
MissionOrderKillEnemy_Forward#1,"""<yellow>【가산형】 $(0)적을 $(1) 쓰러뜨려라"""
MissionOrderKillEnemy_Backward#1,"""<c 00ff00>【감산형】 $(0)적을 $(1) 쓰러뜨리지 마라"""
MissionOrderKillEnemy_None#1,"""<c ff4f3f>【달성형】 $(0)적을 $(1) 쓰러뜨려라"""
MissionOrderKillEnemyFront_Forward#1,"""<yellow>【가산형】 $(0)정면에서 적을 $(1) 쓰러뜨려라"""
MissionOrderKillEnemyFront_Backward#1,"""<c 00ff00>【감산형】 $(0)정면에서 적을 $(1) 쓰러뜨리지 마라"""
MissionOrderKillEnemyFront_None#1,"""<c ff4f3f>【달성형】 $(0)정면에서 적을 $(1) 쓰러뜨려라"""
MissionOrderKillEnemyBack_Forward#1,"""<yellow>【가산형】 $(0)후면에서 적을 $(1) 쓰러뜨려라"""
MissionOrderKillEnemyBack_Backward#1,"""<c 00ff00>【감산형】 $(0)후면에서 적을 $(1) 쓰러뜨리지 마라"""
MissionOrderKillEnemyBack_None#1,"""<c ff4f3f>【달성형】 $(0)후면에서 적을 $(1) 쓰러뜨려라"""
MissionOrderKillEnemyWeakPoint_Forward#1,"""<yellow>【가산형】 $(0)약점 부위를 공격해 적을 $(1) 쓰러뜨려라"""
MissionOrderKillEnemyWeakPoint_Backward#1,"""<c 00ff00>【감산형】 $(0)약점 부위를 공격해 적을 $(1) 쓰러뜨리지 마라"""
MissionOrderKillEnemyWeakPoint_None#1,"""<c ff4f3f>【달성형】 $(0)약점 부위를 공격해 적을 $(1) 쓰러뜨려라"""
MissionOrderBreakParts_Forward#1,"""<yellow>【가산형】 $(0)적의 부위를 $(1) 파괴하라"""
MissionOrderBreakParts_Backward#1,"""<c 00ff00>【감산형】 $(0)적의 부위를 $(1) 파괴하지 마라"""
MissionOrderBreakParts_None#1,"""<c ff4f3f>【달성형】 $(0)적의 부위를 $(1) 파괴하라"""
MissionOrderMaxDamage_Forward#1,"""<yellow>【가산형】 $(0)$(1) 입혀라"""
MissionOrderMaxDamage_Backward#1,"""<c 00ff00>【감산형】 $(0)$(1) 입히지 마라"""
MissionOrderMaxDamage_None#1,"""<c ff4f3f>【달성형】 $(0)$(1) 입혀라"""
MissionOrderPlayerDead_Forward#1,"""<yellow>【가산형】 $(0)$(1) 전투 불능이 되어라"""
MissionOrderPlayerDead_Backward#1,"""<c 00ff00>【감산형】 $(0)$(1) 전투 불능이 되지 마라"""
MissionOrderPlayerDead_None#1,"""<c ff4f3f>【달성형】 $(0)$(1) 전투 불능이 되지 마라"""
MissionOrderPlayerHeal_Forward#1,"""<yellow>【가산형】 $(0)$(1) 회복 효과를 받아라"""
MissionOrderPlayerHeal_Backward#1,"""<c 00ff00>【감산형】 $(0)$(1)회복 효과를 받지 마라"""
MissionOrderPlayerHeal_None#1,"""<c ff4f3f>【달성형】 $(0)$(1)회복 효과를 받지 마라"""
MissionClearBonus#1,"""【MISSION$(0)】오더 성공! 스코어 +$(1)점 획득!"""
ToastEnterIntervalClient#2,"""인터벌 에어리어 도착! 제한시간 +$(0)초 획득!"""
ProgIATitle#1,"""다음 지역으로 전송까지 앞으로 """
ProgIAForceMoveTitle#1,"""인터벌 에어리어로 전송까지 앞으로 """
ArmadaParsonalPointNotice#0,"""섹터 1&2 합계 요격 포인트 ($(0)<pict Target_CP>) 에 따른 아이템 드랍 수 상승 효과가 섹터3 퀘스트에서 발생!"""
ArmadaParsonalPointViewTitle#0,"""요격 포인트"""
ExploreStartMessage#0,"""적을 쓰러뜨리며 가상장치 기능을 정지시키고, 탈출용 엘레파이프로 탈출하라!"""
ExploreBonusTarget#0,"""디바이드 포인트 보너스 대상 :<br><yellow>$(0)<br>$(1)<br>$(2)<c>"""
ExploreBonusCrystal#0,"""에너지 결정"""
ExploreStartMessageNpc#0,"""/atime2.5 /voice11_voice_navi23_tan_01 공작전에선 적 격파나 결정 회수를 통해<br>조사하면 출현하는 「가상장치」를<br>더 많이 기능 정지를 시키고<br>탈출합니다."""
ExploreStartMessage2Npc#0,"""/atime2.5 /voice11_voice_navi23_tan_02 저쪽의 탈출용 텔레파이프로 언제든지<br>탈출할 수 있지만 가상장치를 많이<br>정지시킬수록 좋은 점이 있어요."""
DeployTreasureBox1Npc#0,"""/atime2.5 /voice11_voice_navi23_tan_03 조사가 진행되어 몇 개의<br>가상장치가 출현했을 거에요.<br>찾으면 기능 정지를 해주세요."""
DeployTreasureBox2Npc#0,"""/atime2.5 /voice11_voice_navi23_tan_04 추가로 조사가 진행되어<br>추가 가상장치가 출현했습니다.<br>이대로 기능 정지를 게속 해주세요."""
DeployTreasureBox3Npc#0,"""/atime2.5 /voice11_voice_navi23_tan_05 조사가 마무리 단계에 들어섰습니다.<br>가상장치가 더 출현했으니<br>슉슉 정지시키고 탈출하죠."""
DeployTreasureBox4Npc#0,"""/atime2.5 /voice11_voice_navi23_tan_06 조사 진행도가 상한선이 되었습니다.<br>마지막 가상장치가 출현. 정지시키며<br>탈출 텔레파이프를 통해<br>다음으로 넘어가죠."""
DestroyFirstTimeTreasureBoxNpc#0,"""/atime2.5 /voice11_voice_navi23_tan_07 가상장치 기능 정지 확인.<br>그런 식으로 찾게 되면 계속해서<br>기능 정지를 시켜 주세요."""
DestroyLastTreasureBoxNpc#0,"""/atime2.5 /voice11_voice_navi23_tan_08 좋아좋아좋아좋아 아주좋아요!<br>모든 가상장치의 기능이<br>정지되었습니다!<br>앗, 죄송해요. 다음으로 넘어가 주세요."""
PenaltyDamage1Npc#0,"""/atime2.5 /voice11_voice_navi23_tan_09 장애비? 이런 게 프로그램에…<br>큭… 언니에게 당했어요.<br>무리하지 말고 탈출용 텔레파이프로<br>가주세요!"""
PenaltyDamage2Npc#0,"""/atime2.5 /voice11_voice_navi23_tan_10 장애비 격화.<br>탈출용 텔레파이프를 사용하여<br>다음으로 넘어가 주세요."""
GoalCountStartNpc#0,"""/atime2.5 /voice11_voice_navi23_tan_11 탈출용 텔레파이프의 부팅 확인.<br>몇 초 후, 파티 멤버 전원이<br>이 에어리어에서 탈출합니다."""
OnClearAreaNpc#0,"""/atime2.5 /voice11_voice_navi23_tan_12 탈출 완료. 기능 정지된 장치 수가<br>많을수록 추가 보상을 드립니다.<br>텔레파이프에서 다음으로 넘어가죠."""
ResultNumber#0,"""가상장치 기능정지 수에 따라<br>추가 보수 컨테이너가 <yellow>$(0)개 <c>출현!"""
AccessGoal#0,"""탈출 텔레파이프는 파티 리더만 기동 가능합니다."""
LifeToastForReducedTime#0,"""시간 경과 : 라이프 $(0)<c ff0000> 감소<c>"""
LifeToastForFailedII#0,"""인시던트 실패로 라이프 포인트 $(0) 감소"""
LifeToastForDeadPlayer#0,"""PT 멤버 전투불능 : 라이프 $(0)<c ff0000> 감소<c>"""
LifeToastForRecovered#0,"""라이프 포인트 $(0) 회복"""
LifeToastForLifeMax#0,"""라이프의 상한치에 도달해, 증가 못했습니다."""
MackComplateEquipNote#0,"""소지하고 있는 컬렉트 파일중 달성한 항목이 있습니다."""
MackSimpleResult1#0,"""결과 랭크 : $(0)"""
MackSimpleResult2#0,"""기본 획득 포인트 : $(0)pt"""
MackSimpleResult3#0,"""스텝 보너스 : +$(0)%"""
MackSimpleResult4#0,"""루트 보너스 : +$(0)pt"""
MackSimpleResult5#0,"""총 획득 포인트 : <c ffd700>$(0)<c>pt"""
MackSimpleResult6#0,"""루트 보너스 : +$(0) 라이프"""
MackSimpleResult7#0,"""총 획득 포인트에 따른 보너스 컨테이너가 출현했습니다."""
MackSimpleResult_S#0,"""<c ffd700>S<c>"""
MackSimpleResult_A#0,"""<c ff7f50>A<c>"""
MackSimpleResult_B#0,"""<c 00bfff>B<c>"""
MackSimpleResultC#0,"""<c 9370db>C<c>"""
MackExpertNotice1#0,"""「익스퍼트 대상 플레이어만 편성」이 작동중입니다."""
MackExpertNotice2#0,"""「익스퍼트 대상 플레이어만 편성」이 비작동 중입니다."""
