MenuTitle#0,"""Tienda de intercambio"""
TokuteiURL_v#0,"""<&URL pso2_players_support_rule_tokutei_vita>"""
TokuteiURL_c#0,"""<&URL pso2_players_support_rule_tokutei_cloud>"""
LimitedItem#0,"""<yellow>Limitado<c>"""
LimitedItemTitle1#0,"""<yellow>Objetos por Tiempo Limitado<c>"""
LimitedItemTitle2#0,"""<yellow>Objetos de Cantidad Limitada<c>"""
LimitedItemTitle1a#0,"""<yellow>Periodo de Intercambio<c>"""
LimitedItemTitle2a#0,"""<yellow>Intercambiable<c>"""
LimitedItemTitle1_VITA#0,"""<yellow>Tiempo Limitado<c>"""
LimitedItemTitle2_VITA#0,"""<yellow>Cantidad Limitada<c>"""
LimitedItemTitle1a_VITA#0,"""<yellow>Periodo de Intercambio<c>"""
LimitedItemTitle2a_VITA#0,"""<yellow>Intercambiable<c>"""
LimitedItemText1#0,"""Puedes comprar $(0)"""
LimitedItemText2#0,"""Queda $(0)"""
LimitedItemText1Reset#0,"""Puedes comprar $(0) por dia."""
LimitedItemText1a#0,"""Puedes intercambiar $(0)"""
LimitedItemTitle3#0,"""Info. del producto"""
PrizeExchangeNoInfo#0,"""El Limite se reinicia los Miercoles 13:00 JST"""
PrizeExchangeNoInfoVITA#0,"""Se reinicia el miércoles. 13:00 JST"""
LimitedTime#0,"""$(0) Hasta"""
Limited_ACReset#0,"""(se restablece todos los días a las 00:00 JST)"""
Limited_CasinoReset#0,"""(Reajusta a las 13:00 JST mierc.)"""
Limited_SiriusPointShopReset#0,"""(Miércoles reinicio a las 13:00 JST)"""
LimitedItemTitle1b#0,"""<yellow>Periodo de Intercambio<c>"""
LimitedItemTitle2b#0,"""<yellow>Intercambiable<c>"""
LimitedItemTitle1b_VITA#0,"""<yellow>Periodo de Intercambio<c>"""
LimitedItemTitle2b_VITA#0,"""<yellow>Intercambiable<c>"""
LimitedItemText1b#0,"""Puedes comprar $(0)"""
LimitedItemText1bReset#0,"""Puedes comprar $(0) por dia."""
Limited_BasnetReset#0,"""(Reajusta a las 13:00 JST Wed.)"""
LimitedItemText1b_LimitNone#0,"""No hay restricción."""
ItemStockResetError#0,"""La pantalla se actualiza porque se restablecio<br>el número de objetos intercambiados."""
LimitedResetShopGuideText#0,"""<c f0df60>Seleccione los objetos para intercambiar (el número de intercambios es limitado y se restablece en $(0) año $(1) mes $(2) día $(3) hora $(4) minutos)<c>"""
LimitedResetShop_Limited1#0,"""<yellow>Reinicio en $(0) dias<c>"""
LimitedResetShop_Limited2#0,"""<yellow>Reinicio en $(0) hrs<c>"""
SetItemBonusNameOnly#0,"""Bonus\u3000<yellow>※Después de la compra, se distribuirá al Visiphone.<c>"""
SetItemBonusName#0,"""Bonus\u3000<yellow>※Después de la compra, se distribuirá al Visiphone.<c>"""
SetItemSupplement#0,"""<yellow>※Después de la compra, se distribuirá al Visiphone<c>"""
SetItemHelp_pad#0,"""<soft_yellow>Puede verificar el contenido del objeto con<c> <%NextTabDetails>"""
SetItemHelp_key#0,"""<soft_yellow>Puede verificar el contenido del objeto con<c> <%NextTabDetails>"""
SetItemHelp_vita#0,"""<soft_yellow>Puede verificar el contenido del objeto con<c> <pict Sign_TRIANGLE>"""
SetItemHelp_NUMBER#0,"""<soft_yellow>Puede verificar el contenido del objeto con<c> <%NextTabDetails>"""
SetItemHelp_ALPHA#0,"""<soft_yellow>Puede verificar el contenido del objeto con<c> <%NextTabDetails>"""
MessageMesetaFull#0,"""Límite de posesión de Meseta excedido<br><br>[No.xxxx]"""
Premium_Window_Title#0,"""-"""
Premium_Window_Message1#0,"""-"""
Premium_Window_Message2#0,"""-"""
BuyCheck#3,"""Estos objetos costarán $(2) $(0).<br>¿Continuar con la compra?<br>(SG Actual: $(1))"""
HaveTicket#2,"""<pict StarGem><c ff4f3f>購入済アイテムの追加購入<c><br><c 5fdf00>すでに購入済み<c>の以下のアイテムを、<br>$(2)$(0)で追加購入します。<br>よろしいですか？<br><br>（所持SG：$(1)）"""
TimesaleBuyCheck#1,"""以下のアイテムを<s>$(3)</s> <red>$(2)<c>$(0)で購入します。<br>よろしいですか？<br><br>（所持SG：$(1)）"""
TimesaleHaveTicket#1,"""<pict StarGem><c ff4f3f>購入済アイテムの追加購入<c><br><c 5fdf00>すでに購入済み<c>の以下のアイテムを、<br><s>$(3)</s> <red>$(2)<c>$(0)で追加購入します。<br>よろしいですか？<br><br>（所持SG：$(1)）"""
LimitedTime#1,"""$(0) Hasta"""
BuySG#0,"""Compra Star Gems<pict Arcscash>"""
MenuAboutSG#0,"""Acerca de Star Gems"""
AboutSGMessage#0,"""¡Compra SG en [Tienda de Star Gem]!"""
HaveSG#0,"""SG Actual:"""
TotalSG#0,"""SG Total:"""
ShopTitle#4,"""SGショップ"""
MenuGuide#7,"""<c f0df60>SGを消費して、SGショップ専用アイテムを購入できます。SGの購入も可能です。<c>"""
ItempackGuide#1,"""<c f0df60>購入したアイテムは、アイテムパックに入ります。<c>"""
WarehouseGuide#1,"""<c f0df60>購入したアイテムは、倉庫に入ります。<c>"""
HistoryGuide#1,"""<c f0df60>SGで購入した商品を確認できます。<c>"""
MenuItemPack#1,"""Comprar al (Inventario)"""
MenuWarehouse#1,"""Comprar al (Almacen)"""
BuyTitle#2,"""Confirmación de compra"""
PackItemTitle#1,"""Expansión del inventario"""
PackItemListText#1,"""$(0)\u3000(Tienes: $(1))"""
PackItemListText2#1,"""$(0)×$(2)\u3000(Tienes: $(1))"""
CancelTitle#4,"""Cancelación de la compra confirmada"""
CancelMessage#4,"""Esto va a cancelar la compra. Continuar?"""
MultiCheckMessage#1,"""キャラクター単位の<yellow>使用回数上限<c>がある商品です。<br>\u3000■国国国国国国国国国国国国国国国国国<br><br><c ff4f3f>※ご購入前に、現在のご利用状態をご確認ください。<c><br>購入確認画面に進みますか？"""
MultiCheckMessage_v#1,"""キャラクター単位の<yellow>使用回数上限<c>がある商品です。<br>\u3000■国国国国国国国国国国国国国国国国国<br><br><c ff4f3f>※ご購入前に、現在のご利用状態をご確認ください。<c><br>購入確認画面に進みますか？"""
TabName0#1,"""1. Todos los objetos"""
TabName1#1,"""2. Recomendados"""
TabName2#1,"""3.Coprar Loteria"""
TabName3#1,"""4. Objetos de expansión"""
TabName4#1,"""5.Consumibles"""
TabName5#1,"""6.ルームグッズ"""
TabName6#1,"""7.未定"""
TabName7#1,"""8.未定"""
TabName8#1,"""9.未定"""
SetItemBonusNameOnly#1,"""おまけ\u3000<yellow>※購入後、ビジフォンに配布されます。<c>"""
SetItemBonusName#1,"""おまけ\u3000<yellow>※購入後、ビジフォンに配布されます。<c>"""
SetItemSupplement#1,"""<yellow>※購入後、ビジフォンに配布されます。<c>"""
SetItemHelp_pad#1,"""<yellow><pict Sign_SELECT>で詳細を確認できます。<c>"""
SetItemHelp_key#1,"""<yellow><pict Key_SHIFT>で詳細を確認できます。<c>"""
SetItemHelp_vita#1,"""<yellow><pict Sign_TRIANGLE>で詳細を確認できます。<c>"""
NoItemMessage#0,"""No hay objetos"""
NoWeaponMessage#0,"""No hay armas"""
NoAddonMessage#0,"""No hay units"""
NoCostumeMessage#0,"""No hay trajes"""
NoStackMessage#0,"""No objetos de loteria"""
NoDiskMessage#0,"""No hay discos"""
NoGoodsMessage#0,"""No hay bienes de cuarto"""
NoQuestitemMessage#0,"""No hay objetos de ordenes/Craft"""
NoOtherMessage#0,"""No hay objetos"""
NoWeaponAvatar#0,"""No hay Weapon Camo"""
MenuLock#0,"""Proteger"""
MenuUnlock#0,"""Desproteger"""
MenuConsume#0,"""Usar"""
MenuPut#0,"""Soltar"""
MenuDispose#0,"""Eliminar"""
MenuSendWarehouse#0,"""Mover al almacen"""
MenuSendWarehouseNone#0,"""No hay almacenes validos."""
MenuSendWarehouseDefault#0,"""Mover al almacen básico\u3000($(1)/$(0))"""
MenuSendWarehousePremiere#0,"""Mover al almacen premium <pict Arcscash>\u3000($(1)/$(0))"""
MenuSendWarehouseAddition01#0,"""Mover al almacen extra 1 <pict Arcscash>\u3000（$(1)/$(0)）"""
MenuSendWarehouseAddition02#0,"""Mover al almacen extra 2 <pict Arcscash>\u3000（$(1)/$(0)）"""
MenuSendWarehouseAddition03#0,"""Mover al almacen extra 3 <pict Arcscash>\u3000（$(1)/$(0)）"""
MenuSendWarehouseAddition04#0,"""Mover al almacen extra 4 <pict Arcscash> ($(1)/$(0))"""
MenuSendWarehouseAddition05#0,"""Mover al almacen extra 5 <pict Arcscash> ($(1)/$(0))"""
MenuSendWarehouseAdditionOTP#0,"""Mover al almacen OTP ($(1)/$(0))"""
MenuTakeWarehouse#0,"""Sacar\u3000($(1)/$(0))"""
MenuMoveWarehouse#0,"""Mover"""
MenuMoveWarehouseNone#0,"""No hay almacenes validos."""
MenuMoveWarehouseDefault#0,"""<pict wh_icon>Mover al almacen\u3000básico ($(1)/$(0))"""
MenuMoveWarehousePremiere#0,"""<pict wh_premium_icon>Mover al almacen premium <pict Arcscash>\u3000($(1)/$(0))"""
MenuMoveWarehouseAddition01#0,"""<pict wh_extend1_icon>Mover al almacen extra 1 <pict Arcscash>\u3000（$(1)/$(0)）"""
MenuMoveWarehouseAddition02#0,"""<pict wh_extend2_icon>Mover al almacen extra 2 <pict Arcscash>\u3000（$(1)/$(0)）"""
MenuMoveWarehouseAddition03#0,"""<pict wh_extend3_icon>Mover al almacen extra 3 <pict Arcscash>\u3000（$(1)/$(0)）"""
MenuMoveWarehouseAddition04#0,"""<pict wh_extend4_icon>Mover al almacen extra 4 <pict Arcscash>\u3000（$(1)/$(0)）"""
MenuMoveWarehouseAddition05#0,"""<pict wh_extend5_icon>Mover al almacen extra 5 <pict Arcscash>\u3000（$(1)/$(0)）"""
MenuMoveWarehouseAdditionOTP#0,"""<pict wh_otp_icon>Mover al almacen OTP ($(1)/$(0))"""
MenuSendGuildWarehouse#0,"""<pict wh_icon_team>Mover al almacen del Team"""
MenuTakeGuildWarehouse#0,"""Sacar\u3000($(1)/$(0))"""
MenuMoveGuildWarehouse#0,"""<pict wh_icon_team>Depositar al almacen del Team"""
MenuSendWishList#0,"""+ a lista de deseos"""
MenuSendPresentList#0,"""+ a lo que puede ofrecer"""
MenuHide#0,"""Esconder"""
MenuShow#0,"""Mostrar"""
MenuAbility#0,"""Ver habilidades"""
MultiSelect#0,"""<%MultiSelect> seleccionado"""
SimpleInput#0,"""<pict Sign_SQUARE>Entrada simple"""
StackDisposeInputNumberTitle#0,"""Eliminar objeto"""
StackDisposeInputNumberMessage#0,"""Ingresa la cantidad a eliminar"""
StackPutInputNumberTitle#0,"""Tirar objeto"""
StackPutInputNumberMessage#0,"""Ingresa la cantidad a tirar"""
StackSendInputNumberTitle#0,"""Enviar al almacen"""
StackSendInputNumberMessage#0,"""Ingresa la cantidad a depositar"""
StackTakeInputNumberTitle#0,"""Retirar del almacen"""
StackTakeInputNumberMessage#0,"""Ingresa la cantidad a retirar"""
StackMoveInputNumberTitle#0,"""Depositar en otro almacen"""
StackMoveInputNumberMessage#0,"""Ingresa la cantidad a depositar"""
StackSendGuildWarehouseInputNumberTitle#0,"""Depositar al almacen del Team"""
StackSendGuildWarehouseInputNumberMessage#0,"""Ingresa la cantidad a depositar"""
StackTakeGuildWarehouseInputNumberTitle#0,"""Retirar del almacen del Team"""
StackTakeGuildWarehouseInputNumberMessage#0,"""Ingresa la cantidad a retirar"""
StackMoveGuildWarehouseInputNumberTitle#0,"""Depositar en el almacen del Team"""
StackMoveGuildWarehouseInputNumberMessage#0,"""Ingresa la cantidad a depositar"""
DisposeTitle#0,"""Eliminar objeto"""
DisposeMessage#0,"""Eliminando los objetos. ¿Quieres continuar?"""
PutTitle#0,"""Tirar objeto"""
PutMessage#0,"""Estas seguro que quieres tirar este objeto?"""
DisposeSuccessMessage#0,"""Objetos tirados."""
DisposeErrorTitle#0,"""Eliminar objeto"""
DisposeErrorMessage1#0,"""No puedes tirar objetos equipados."""
DisposeErrorMessage2#0,"""No puedes tirar objetos protegidos."""
DisposeErrorMessage3#0,"""No se puedes tirar este objeto."""
DisposeNoticeMessage1#0,"""No puedes tirar objetos."""
DisposeTicketMessage#0,"""Entre los objetos que estas descartando,<br>hay pases no utilizados o tickets.<br>¿Seguro de que desea perder los siguientes elementos?"""
DisposeRarityMessage#0,"""Entre los objetos, hay elementos con una<br>rareza de 7★ o +.<br>¿Seguro de que deseas perder los siguientes elementos?"""
DisposeRarityMessage2#0,"""Entre los objetos, hay elementos con<br>una rareza de 7★ o +.<br>¿Seguro de que deseas perder los siguientes elementos?"""
PutErrorTitle#0,"""Tirar objeto"""
PutErrorMessage1#0,"""No se pueden soltar objetos fuera del campo."""
PutErrorMessage2#0,"""Ese objeto no puede ser tirado."""
PutErrorMessage3#0,"""No puedes tirar objetos equipados."""
PutErrorMessage4#0,"""No puedes tirar objetos protegidos."""
SendWarehouseErrorTitle#0,"""Ese objeto no puede ser enviado"""
SendWarehouseErrorMessage0#0,"""No puedes depositar este objeto."""
SendWarehouseErrorMessage1#0,"""No puedes depositar objetos."""
SendWarehouseErrorMessage2#0,"""No hay suficiente espacio."""
SendWarehouseErrorMessage3#0,"""No hay suficiente espacio."""
SendWarehouseErrorMessage4#0,"""Esta es una funcion premiun.<br>Por favor compra cualquiera de los <yellow>\""Premium Set\""<c><br>o un <yellow>\""Almacen Extension\""<b><br>para usar está función."""
SendWarehouseErrorMessage5#0,"""Este almacen ha expirado.<br>No puedes retirar objetos."""
SendWarehouseErrorMessage6#0,"""Este es un almacen temporal solo para objetos de recolección.<br>No puedes depositar objetos aquí."""
SendWarehouseErrorMessage7#0,"""No se puede depositar objetos equipados."""
SendWarehouseErrorMessage8#0,"""Este almacén es un almacén de gestión de (solo retiro).<br>No puedes depositar objetos en él."""
SendWarehouseErrorMessage9#0,"""Has superado el número máximo de depósitos del objeto.<br>Por favor reduce el numero."""
SendWarehouseErrorMessage10#0,"""ワンタイムパスワードの利用を<br>確認できなかったため、<br>アイテムを移動することができませんでした。<br><br>OTP倉庫はワンタイムパスワードを<br>利用していると使用することが<br>できるようになります。<br><br>利用している方でアイテムを移動できない場合は、<br>ワンタイムパスワードの利用状況をご確認ください。"""
SendWarehouseNoticeMessage1#0,"""Algunos objetos no se depositaron."""
TakeWarehouseErrorTitle#0,"""Retirar objetos"""
TakeWarehouseErrorMessage0#0,"""No se pudieron retirar los objetos."""
TakeWarehouseErrorMessage1#0,"""No hay espacio suficiente en el inventario para retirar objetos."""
TakeWarehouseErrorMessage2#0,"""Superado el número máximo de estos objetos.<br>Por favor, reduzca la cantidad que está retirando."""
TakeWarehouseNoticeMessage1#0,"""Algunos objetos no pueden ser retirados."""
MoveWarehouseErrorTitle#0,"""Mover objeto"""
MoveWarehouseErrorMessage0#0,"""No se puede mover el objeto."""
MoveWarehouseErrorMessage1#0,"""No hay suficiente espacio en el almacen.<br>No se puede mover el objeto."""
MoveWarehouseErrorMessage2#0,"""Esta es una característica premium.<br>Por favor, compre el <yellow>\""Premium Set\""<c><br>o un <yellow>\""Storage Extension\""<b><br>para utilizar esta característica.<c>"""
MoveWarehouseErrorMessage3#0,"""Este almacen ha expirado.<br>No se puede mover el objeto."""
MoveWarehouseErrorMessage4#0,"""Este es un almacén temporal sólo para recoger objetos.<br>No puedes mover objetos a él."""
MoveWarehouseErrorMessage5#0,"""Este almacén es un almacén de gestión de (solo retiro).<br>No puedes mover objetos a él."""
MoveWarehouseErrorMessage6#0,"""No puedes depositar más de este objeto.<br>Por favor, reduzca la cantidad que se está moviendo."""
MoveWarehouseNoticeMessage1#0,"""Algunos objetos no se movieron."""
SendGuildWarehouseErrorTitle#0,"""Depositar objetos en el almacen del Team"""
SendGuildWarehouseErrorMessage0#0,"""No se ha podido depositar objetos en almacen del Team."""
SendGuildWarehouseErrorMessage1#0,"""No se ha podido depositar estos objetos en Almacen del Team."""
SendGuildWarehouseErrorMessage2#0,"""Espacio insuficiente en el almacen del Team para depositar objetos."""
SendGuildWarehouseErrorMessage7#0,"""No se puede depositar objetos equipados."""
SendGuildWarehouseErrorMessage10#0,"""Consulta en curso,<br>No se pudieron depositar objetos."""
SendGuildWarehouseErrorMessage11#0,"""アイテムを預けることができませんでした。<br><br>プレミアム有効期限が切れているか、<br>チーム役職が「ビジター」である<br>可能性があります。"""
SendGuildWarehouseErrorMessage12#0,"""No puede depositar objetos bloqueados."""
SendGuildWarehouseErrorMessage13#0,"""Espacio insuficiente en Team Storage<br>para depositar el objeto,<br>$(0).<br>Por favor, asegúrese de que hay espacio<br>suficiente para los objetos<br>y vuelva a intentarlo."""
SendGuildWarehouseNoticeMessage1#0,"""Algunos objetos no se depositaron."""
SendGuildWarehouseNoticeMessage2#0,"""Habian objetos que no se pudieron mover."""
TakeGuildWarehouseErrorTitle#0,"""Retirar objetos"""
TakeGuildWarehouseErrorMessage0#0,"""No se pudieron retirar los objetos."""
TakeGuildWarehouseErrorMessage1#0,"""No hay espacio suficiente en el inventario para retirar objetos."""
TakeGuildWarehouseErrorMessage2#0,"""Superas el número máximo de estos objetos.<br>Por favor, reduzca la cantidad que está retirando."""
TakeGuildWarehouseErrorMessage3#0,"""No se pudieron retirar los objetos."""
TakeGuildWarehouseErrorMessage4#0,"""アイテムを取り出すことができませんでした。<br><br>プレミアム有効期限が切れているか、<br>チーム役職が「ビジター」である<br>可能性があります。"""
TakeGuildWarehouseNoticeMessage1#0,"""Algunos objetos no pudieron ser retirados."""
MoveGuildWarehouseTitle#0,"""Mover objetos al almacen del Team"""
MoveGuildWarehouseMessage#0,"""Moviendo objetos al almacen del Team.<br>¿Estas seguro?<br><br><yellow>※ Por favor ten cuidado cuando usas el almacen del Team<br>ya que otros jugadores pueden usarlo.<c>"""
MoveGuildWarehouseErrorTitle#0,"""Mover objetos al almacen del Team"""
MoveGuildWarehouseErrorMessage0#0,"""No se pueden mover objetos al almacen del Team."""
MoveGuildWarehouseErrorMessage1#0,"""このアイテムはチーム倉庫に<br>移動することができません。"""
MoveGuildWarehouseErrorMessage2#0,"""Espacio insuficiente en el almacen del Team para mover objetos."""
MoveGuildWarehouseErrorMessage3#0,"""アイテムを移動することができませんでした。<br><br>プレミアム有効期限が切れているか、<br>チーム役職が「ビジター」である<br>可能性があります。"""
MoveGuildWarehouseErrorMessage4#0,"""No se pueden mover los objetos protegidos."""
MoveGuildWarehouseErrorMessage13#0,"""Espacio insuficiente en Team Storage<br>para depositar el objeto,<br>$(0).<br>Por favor, asegúrese de que hay espacio<br>suficiente para los objetos<br>y vuelva a intentarlo."""
MoveGuildWarehouseNoticeMessage1#0,"""Algunos objetos no se movieron."""
MoveGuildWarehouseNoticeMessage2#0,"""Habian objetos que no se pudieron mover."""
ConsumeErrorTitle#0,"""Utilizar objeto"""
ConsumeErrorMessage0#0,"""Este objeto no se puede utilizar ahora."""
ConsumeErrorMessage1#0,"""No es posible agregar mas extensiones."""
ConsumeErrorMessage2#0,"""No puede agregar nada mas."""
ConsumeErrorMessage3#0,"""Debido a que este ticket ya se ha utilizado antes, no se puede volver a usar."""
ConsumeErrorMessage4#0,"""No se puede usar ningún objeto similares hasta que el efecto de el anterior se agote."""
ConsumeErrorMessage5#0,"""No se puede utilizar este objeto debido a las restricciones de Raza."""
ConsumeErrorMessage6#0,"""No se puede utilizar este objeto debido a las restricciones de genero."""
ConsumeErrorMessage7#0,"""No se puede utilizar este objeto debido a las restricciones de Raza y genero."""
ConsumeErrorMessage8#0,"""La fecha de vencimiento<br>es igual o superior a 180 dias,<br>Este objeto ya no está disponible."""
ConsumeErrorMessage9#0,"""La fecha de vencimiento<br>es igual o superior a 90 dias,<br>Este objeto ya no está disponible."""
ConsumeErrorMessage10#0,"""La fecha de vencimiento<br>es igual o superior a 180 dias,<br>no puedes comprar mas."""
