MenuTitle#0,"""Tienda de intercambio"""
TokuteiURL#0,"""<&URL pso2_players_support_rule_tokutei>"""
TokuteiURL_v#0,"""<&URL pso2_players_support_rule_tokutei_vita>"""
TokuteiURL_c#0,"""<&URL pso2_players_support_rule_tokutei_cloud>"""
LimitedItem#0,"""<yellow>Limitado<c>"""
LimitedItemTitle1#0,"""<yellow>Objetos por Tiempo Limitado<c>"""
LimitedItemTitle2#0,"""<yellow>Objetos de Cantidad Limitada<c>"""
LimitedItemTitle1a#0,"""<yellow>Periodo de Intercambio<c>"""
LimitedItemTitle2a#0,"""<yellow>Intercambiable<c>"""
LimitedItemTitle1_VITA#0,"""<yellow>Tiempo Limitado<c>"""
LimitedItemTitle2_VITA#0,"""<yellow>Cantidad Limitada<c>"""
LimitedItemTitle1a_VITA#0,"""<yellow>Periodo de Intercambio<c>"""
LimitedItemTitle2a_VITA#0,"""<yellow>Intercambiable<c>"""
LimitedItemText1#0,"""Puedes comprar $(0)"""
LimitedItemText2#0,"""Queda $(0)"""
LimitedItemText1Reset#0,"""Puedes comprar $(0) por dia."""
LimitedItemText1a#0,"""Puedes intercambiar $(0)"""
LimitedItemTitle3#0,"""Info. del producto"""
PrizeExchangeNoInfo#0,"""El Limite se reinicia los Miercoles 13:00 JST"""
PrizeExchangeNoInfoVITA#0,"""Se reinicia el miércoles. 13:00 JST"""
LimitedTime#0,"""$(0) Hasta"""
Limited_ACReset#0,"""(se restablece todos los días a las 00:00 JST)"""
Limited_CasinoReset#0,"""(Reajusta a las 13:00 JST mierc.)"""
Limited_SiriusPointShopReset#0,"""(Miércoles reinicio a las 13:00 JST)"""
LimitedItemTitle1b#0,"""<yellow>Periodo de Intercambio<c>"""
LimitedItemTitle2b#0,"""<yellow>Intercambiable<c>"""
LimitedItemTitle1b_VITA#0,"""<yellow>Periodo de Intercambio<c>"""
LimitedItemTitle2b_VITA#0,"""<yellow>Intercambiable<c>"""
LimitedItemText1b#0,"""Puedes comprar $(0)"""
LimitedItemText1bReset#0,"""Puedes comprar $(0) por dia."""
Limited_BasnetReset#0,"""(Reajusta a las 13:00 JST Wed.)"""
LimitedItemText1b_LimitNone#0,"""No hay restricción."""
ItemStockResetError#0,"""La pantalla se actualiza porque se restablecio<br>el número de objetos intercambiados."""
LimitedResetShopGuideText#0,"""<c f0df60>Seleccione los objetos para intercambiar (el número de intercambios es limitado y se restablece en $(0) año $(1) mes $(2) día $(3) hora $(4) minutos)<c>"""
LimitedResetShop_Limited1#0,"""<yellow>Reinicio en $(0) dias<c>"""
LimitedResetShop_Limited2#0,"""<yellow>Reinicio en $(0) hrs<c>"""
SetItemBonusNameOnly#0,"""Bonus\u3000<yellow>※Después de la compra, se distribuirá al Visiphone.<c>"""
SetItemBonusName#0,"""Bonus\u3000<yellow>※Después de la compra, se distribuirá al Visiphone.<c>"""
SetItemSupplement#0,"""<yellow>※Después de la compra, se distribuirá al Visiphone<c>"""
SetItemHelp_pad#0,"""<soft_yellow>Puede verificar el contenido del objeto con<c> <%NextTabDetails>"""
SetItemHelp_key#0,"""<soft_yellow>Puede verificar el contenido del objeto con<c> <%NextTabDetails>"""
SetItemHelp_vita#0,"""<soft_yellow>Puede verificar el contenido del objeto con<c> <pict Sign_TRIANGLE>"""
SetItemHelp_NUMBER#0,"""<soft_yellow>Puede verificar el contenido del objeto con<c> <%NextTabDetails>"""
SetItemHelp_ALPHA#0,"""<soft_yellow>Puede verificar el contenido del objeto con<c> <%NextTabDetails>"""
MessageMesetaFull#0,"""Límite de posesión de Meseta excedido<br><br>[No.xxxx]"""
Premium_Window_Title#0,"""-"""
Premium_Window_Message1#0,"""-"""
Premium_Window_Message2#0,"""-"""
BuyCheck#3,"""Estos objetos costarán $(2) $(0).<br>¿Continuar con la compra?<br>(SG Actual: $(1))"""
HaveTicket#2,"""<pict StarGem><c ff4f3f>Compra adicional de <br>un artículo ya comprado<c> <br><c 5fdf00>$(2)$(0) <c> <br>se añadirá al siguiente artículo.<br>¿Estás seguro de que deseas proceder?<br>(Tienes: $(1)SG)"""
TimesaleBuyCheck#1,"""¿Estás seguro de que quieres comprar el siguiente artículo(s)<br> por <s>$(3)</s><red>$(2)<c>$(0)? <br><br>(Tienes: $(1)SG)"""
TimesaleHaveTicket#1,"""<pict StarGem><c ff4f3f>Compra adicional de un <br>artículo ya comprado<c> <c 5fdf00><s>$(3)</s><br><red>$(2)<c>$(0) <c>se añadirá <br>al siguiente artículo que ya has comprado.<br>¿Estás seguro de que deseas proceder?<br>(Tienes: $(1)SG)"""
LimitedTime#1,"""$(0) Hasta"""
BuySG#0,"""Compra Star Gems<pict Arcscash>"""
MenuAboutSG#0,"""Acerca de Star Gems"""
AboutSGMessage#0,"""¡Compra SG en [Tienda de Star Gem]!"""
HaveSG#0,"""SG Actual:"""
TotalSG#0,"""SG Total:"""
ShopTitle#4,"""Tienda SG"""
MenuGuide#7,"""<c f0df60>Compre artículos exclusivos de SG Shop aquí. También puede comprar SG.<c>"""
ItempackGuide#1,"""<c f0df60>Seleccione un objeto para comprar. Los objetos comprados se colocarán en su inventario.<c>"""
WarehouseGuide#1,"""<c f0df60>Seleccione un objeto para comprar. Los objetos comprados se colocarán en su Almacen.<c>"""
HistoryGuide#1,"""<c f0df60>Puede consultar los productos comprados por SG.<c>"""
MenuItemPack#1,"""Comprar al (Inventario)"""
MenuWarehouse#1,"""Comprar al (Almacen)"""
BuyTitle#2,"""Confirmación de compra"""
PackItemTitle#1,"""Expansión del inventario"""
PackItemListText#1,"""$(0)\u3000(Tienes: $(1))"""
PackItemListText2#1,"""$(0)×$(2)\u3000(Tienes: $(1))"""
CancelTitle#4,"""Cancelación de la compra confirmada"""
CancelMessage#4,"""Esto va a cancelar la compra. Continuar?"""
MultiCheckMessage#1,"""Los siguientes productos <amarillo>sólo pueden ser utilizados un determinado número <br>de veces<br> por cada personaje.<br> ■ XXXXXXXXXXXXXXX<br><br><c ff4f3f>* Por favor, compruebe el estado de uso actual antes de comprar.<c><br>¿Pasa a la pantalla de confirmación de la compra?"""
MultiCheckMessage_v#1,"""Los siguientes productos <amarillo>sólo pueden ser utilizados un determinado número <br>de veces<br> por cada personaje.<br> ■ XXXXXXXXXXXXXXX<br><br><c ff4f3f>* Por favor, compruebe el estado de uso actual antes de comprar.<c><br>¿Pasa a la pantalla de confirmación de la compra?"""
TabName0#1,"""1. Todos los objetos"""
TabName1#1,"""2. Recomendados"""
TabName2#1,"""3.Coprar Loteria"""
TabName3#1,"""4. Objetos de expansión"""
TabName4#1,"""5.Consumibles"""
TabName5#1,"""6.Muebles de habitación"""
TabName6#1,"""7.Undefined"""
TabName7#1,"""8.Undefined"""
TabName8#1,"""9.Undefined"""
SetItemBonusNameOnly#1,"""Bono: <yellow>Se enviará a Visiphone después de la compra.<c>"""
SetItemBonusName#1,"""Bono: <yellow>Se enviará a Visiphone después de la compra.<c>"""
SetItemSupplement#1,"""<yellow>※Se enviará a Visiphone después de la compra<c>"""
SetItemHelp_pad#1,"""<yellow><pict Sign_SELECT>Ver detalles con<c>"""
SetItemHelp_key#1,"""<yellow><pict Key_SHIFT>Ver detalles con<c>"""
SetItemHelp_vita#1,"""<yellow><pict Sign_TRIANGLE>Ver detalles con<c>"""
NoItemMessage#0,"""No hay objetos"""
NoWeaponMessage#0,"""No hay armas"""
NoAddonMessage#0,"""No hay units"""
NoCostumeMessage#0,"""No hay trajes"""
NoStackMessage#0,"""No objetos de loteria"""
NoDiskMessage#0,"""No hay discos"""
NoGoodsMessage#0,"""No hay bienes de cuarto"""
NoQuestitemMessage#0,"""No hay objetos de ordenes/Craft"""
NoOtherMessage#0,"""No hay objetos"""
NoWeaponAvatar#0,"""No hay Weapon Camo"""
MenuLock#0,"""Proteger"""
MenuUnlock#0,"""Desproteger"""
MenuConsume#0,"""Usar"""
MenuPut#0,"""Soltar"""
MenuDispose#0,"""Eliminar"""
MenuSendWarehouse#0,"""Mover al almacen"""
MenuSendWarehouseNone#0,"""No hay almacenes validos."""
MenuSendWarehouseDefault#0,"""Mover al almacen básico\u3000($(1)/$(0))"""
MenuSendWarehousePremiere#0,"""Mover al almacen premium <pict Arcscash>\u3000($(1)/$(0))"""
MenuSendWarehouseAddition01#0,"""Mover al almacen extra 1 <pict Arcscash>\u3000（$(1)/$(0)）"""
MenuSendWarehouseAddition02#0,"""Mover al almacen extra 2 <pict Arcscash>\u3000（$(1)/$(0)）"""
MenuSendWarehouseAddition03#0,"""Mover al almacen extra 3 <pict Arcscash>\u3000（$(1)/$(0)）"""
MenuSendWarehouseAddition04#0,"""Mover al almacen extra 4 <pict Arcscash> ($(1)/$(0))"""
MenuSendWarehouseAddition05#0,"""Mover al almacen extra 5 <pict Arcscash> ($(1)/$(0))"""
MenuSendWarehouseAddition06#0,"""Depositar <pict Arcscash> en el Almacenamiento Extendido 6 ($(1)/$(0))"""
MenuSendWarehouseAddition07#0,"""拡張倉庫７に預ける<pict Arcscash>\u3000（$(1)/$(0)）"""
MenuSendWarehouseAdditionOTP#0,"""Mover al almacen OTP ($(1)/$(0))"""
MenuTakeWarehouse#0,"""Sacar\u3000($(1)/$(0))"""
MenuMoveWarehouse#0,"""Mover"""
MenuMoveWarehouseNone#0,"""No hay almacenes validos."""
MenuMoveWarehouseDefault#0,"""<pict wh_icon>Mover al almacen\u3000básico ($(1)/$(0))"""
MenuMoveWarehousePremiere#0,"""<pict wh_premium_icon>Mover al almacen premium <pict Arcscash>\u3000($(1)/$(0))"""
MenuMoveWarehouseAddition01#0,"""<pict wh_extend1_icon>Mover al almacen extra 1 <pict Arcscash>\u3000（$(1)/$(0)）"""
MenuMoveWarehouseAddition02#0,"""<pict wh_extend2_icon>Mover al almacen extra 2 <pict Arcscash>\u3000（$(1)/$(0)）"""
MenuMoveWarehouseAddition03#0,"""<pict wh_extend3_icon>Mover al almacen extra 3 <pict Arcscash>\u3000（$(1)/$(0)）"""
MenuMoveWarehouseAddition04#0,"""<pict wh_extend4_icon>Mover al almacen extra 4 <pict Arcscash>\u3000（$(1)/$(0)）"""
MenuMoveWarehouseAddition05#0,"""<pict wh_extend5_icon>Mover al almacen extra 5 <pict Arcscash>\u3000（$(1)/$(0)）"""
MenuMoveWarehouseAddition06#0,"""<pict wh_extend6_icon>Depositar <pict Arcscash> en el Almacenamiento Extendido 6 ($(1)/$(0))"""
MenuMoveWarehouseAddition07#0,"""<pict wh_extend7_icon>拡張倉庫７に預ける<pict Arcscash>\u3000（$(1)/$(0)）"""
MenuMoveWarehouseAdditionOTP#0,"""<pict wh_otp_icon>Mover al almacen OTP ($(1)/$(0))"""
MenuMoveWarehouseAdditionGlobal#0,"""<pict wh_global_icon>ミッションパス倉庫に預ける\u3000（$(1)/$(0)）"""
MenuSendGuildWarehouse#0,"""<pict wh_icon_team>Mover al almacen del Team"""
MenuTakeGuildWarehouse#0,"""Sacar\u3000($(1)/$(0))"""
MenuMoveGuildWarehouse#0,"""<pict wh_icon_team>Depositar al almacen del Team"""
MenuSendWishList#0,"""+ a lista de deseos"""
MenuSendPresentList#0,"""+ a lo que puede ofrecer"""
MenuHide#0,"""Esconder"""
MenuShow#0,"""Mostrar"""
MenuAbility#0,"""Ver habilidades"""
MultiSelect#0,"""<%MultiSelect> seleccionado"""
SimpleInput#0,"""<pict Sign_SQUARE>Entrada simple"""
StackDisposeInputNumberTitle#0,"""Eliminar objeto"""
StackDisposeInputNumberMessage#0,"""Ingresa la cantidad a eliminar"""
StackPutInputNumberTitle#0,"""Tirar objeto"""
StackPutInputNumberMessage#0,"""Ingresa la cantidad a tirar"""
StackSendInputNumberTitle#0,"""Enviar al almacen"""
StackSendInputNumberMessage#0,"""Ingresa la cantidad a depositar"""
StackTakeInputNumberTitle#0,"""Retirar del almacen"""
StackTakeInputNumberMessage#0,"""Ingresa la cantidad a retirar"""
StackMoveInputNumberTitle#0,"""Depositar en otro almacen"""
StackMoveInputNumberMessage#0,"""Ingresa la cantidad a depositar"""
StackSendGuildWarehouseInputNumberTitle#0,"""Depositar al almacen del Team"""
StackSendGuildWarehouseInputNumberMessage#0,"""Ingresa la cantidad a depositar"""
StackTakeGuildWarehouseInputNumberTitle#0,"""Retirar del almacen del Team"""
StackTakeGuildWarehouseInputNumberMessage#0,"""Ingresa la cantidad a retirar"""
StackMoveGuildWarehouseInputNumberTitle#0,"""Depositar en el almacen del Team"""
StackMoveGuildWarehouseInputNumberMessage#0,"""Ingresa la cantidad a depositar"""
DisposeTitle#0,"""Eliminar objeto"""
DisposeMessage#0,"""Eliminando los objetos. ¿Quieres continuar?"""
DisposeMessage_Reb#0,"""以下のアイテムを捨てます。<br><yellow>『PSO2：NGS』のアイテム<c>が含まれていますが、<br>よろしいですか？<br><br><yellow>※捨てる際に、メセタには換金されません。<c>"""
PutTitle#0,"""Tirar objeto"""
PutMessage#0,"""Estas seguro que quieres tirar este objeto?"""
DisposeSuccessMessage#0,"""Objetos tirados."""
DisposeErrorTitle#0,"""Eliminar objeto"""
DisposeErrorMessage1#0,"""No puedes tirar objetos equipados."""
DisposeErrorMessage2#0,"""No puedes tirar objetos protegidos."""
DisposeErrorMessage3#0,"""No se puedes tirar este objeto."""
DisposeNoticeMessage1#0,"""No puedes tirar objetos."""
DisposeTicketMessage#0,"""Entre los objetos que estas descartando,<br>hay pases no utilizados o tickets.<br>¿Seguro de que desea perder los siguientes elementos?"""
DisposeRarityMessage#0,"""Entre los objetos, hay elementos con una<br>rareza de 7★ o +.<br>¿Seguro de que deseas perder los siguientes elementos?"""
DisposeRarityMessage_Reb#0,"""本当に捨ててよろしいですか？<br><br>捨てようとしているアイテムの中に<br><yellow>『PSO2：NGS』で貴重なアイテム<c>が<br>含まれている場合があります。"""
DisposeRarityMessage2#0,"""Entre los objetos, hay elementos con<br>una rareza de 7★ o +.<br>¿Seguro de que deseas perder los siguientes elementos?"""
PutErrorTitle#0,"""Tirar objeto"""
PutErrorMessage1#0,"""No se pueden soltar objetos fuera del campo."""
PutErrorMessage2#0,"""Ese objeto no puede ser tirado."""
PutErrorMessage3#0,"""No puedes tirar objetos equipados."""
PutErrorMessage4#0,"""No puedes tirar objetos protegidos."""
SendWarehouseErrorTitle#0,"""Ese objeto no puede ser enviado"""
SendWarehouseErrorMessage0#0,"""No puedes depositar este objeto."""
SendWarehouseErrorMessage1#0,"""No puedes depositar objetos."""
SendWarehouseErrorMessage2#0,"""No hay suficiente espacio."""
SendWarehouseErrorMessage3#0,"""No hay suficiente espacio."""
SendWarehouseErrorMessage4#0,"""Esta es una funcion premiun.<br>Por favor compra cualquiera de los <yellow>\""Premium Set\""<c><br>o un <yellow>\""Almacen Extension\""<b><br>para usar está función."""
SendWarehouseErrorMessage5#0,"""Este almacen ha expirado.<br>No puedes retirar objetos."""
SendWarehouseErrorMessage6#0,"""Este es un almacen temporal solo para objetos de recolección.<br>No puedes depositar objetos aquí."""
SendWarehouseErrorMessage7#0,"""No se puede depositar objetos equipados."""
SendWarehouseErrorMessage8#0,"""Este almacén es un almacén de gestión de (solo retiro).<br>No puedes depositar objetos en él."""
SendWarehouseErrorMessage9#0,"""Has superado el número máximo de depósitos del objeto.<br>Por favor reduce el numero."""
SendWarehouseErrorMessage10#0,"""El uso de una contraseña de un solo uso no pudo<br>confirmarse, por lo que el artículo<br>no pudo moverse.<br><br>El almacenamiento 1TP<br>está activado cuando se utiliza<br>una contraseña de un solo uso.<br><br>Si el usuario no puede mover el artículo, por favor<br>compruebe el estado de la contraseña de un solo uso."""
SendWarehouseNoticeMessage1#0,"""Algunos objetos no se depositaron."""
TakeWarehouseErrorTitle#0,"""Retirar objetos"""
TakeWarehouseErrorMessage0#0,"""No se pudieron retirar los objetos."""
TakeWarehouseErrorMessage1#0,"""No hay espacio suficiente en el inventario para retirar objetos."""
TakeWarehouseErrorMessage2#0,"""Superado el número máximo de estos objetos.<br>Por favor, reduzca la cantidad que está retirando."""
TakeWarehouseNoticeMessage1#0,"""Algunos objetos no pueden ser retirados."""
MoveWarehouseErrorTitle#0,"""Mover objeto"""
MoveWarehouseErrorMessage0#0,"""No se puede mover el objeto."""
MoveWarehouseErrorMessage1#0,"""No hay suficiente espacio en el almacen.<br>No se puede mover el objeto."""
MoveWarehouseErrorMessage2#0,"""Esta es una característica premium.<br>Por favor, compre el <yellow>\""Premium Set\""<c><br>o un <yellow>\""Storage Extension\""<b><br>para utilizar esta característica.<c>"""
MoveWarehouseErrorMessage3#0,"""Este almacen ha expirado.<br>No se puede mover el objeto."""
MoveWarehouseErrorMessage4#0,"""Este es un almacén temporal sólo para recoger objetos.<br>No puedes mover objetos a él."""
MoveWarehouseErrorMessage5#0,"""Este almacén es un almacén de gestión de (solo retiro).<br>No puedes mover objetos a él."""
MoveWarehouseErrorMessage6#0,"""No puedes depositar más de este objeto.<br>Por favor, reduzca la cantidad que se está moviendo."""
MoveWarehouseNoticeMessage1#0,"""Algunos objetos no se movieron."""
SendGuildWarehouseErrorTitle#0,"""Depositar objetos en el almacen del Team"""
SendGuildWarehouseErrorMessage0#0,"""No se ha podido depositar objetos en almacen del Team."""
SendGuildWarehouseErrorMessage1#0,"""No se ha podido depositar estos objetos en Almacen del Team."""
SendGuildWarehouseErrorMessage2#0,"""Espacio insuficiente en el almacen del Team para depositar objetos."""
SendGuildWarehouseErrorMessage7#0,"""No se puede depositar objetos equipados."""
SendGuildWarehouseErrorMessage10#0,"""Consulta en curso,<br>No se pudieron depositar objetos."""
SendGuildWarehouseErrorMessage11#0,"""No se han podido depositar artículos.<br><br>O bien su estatus de Premium ha expirado,<br>o su Posición de Alianza<br> es Provisional."""
SendGuildWarehouseErrorMessage12#0,"""No puede depositar objetos bloqueados."""
SendGuildWarehouseErrorMessage13#0,"""Espacio insuficiente en Team Storage<br>para depositar el objeto,<br>$(0).<br>Por favor, asegúrese de que hay espacio<br>suficiente para los objetos<br>y vuelva a intentarlo."""
SendGuildWarehouseNoticeMessage1#0,"""Algunos objetos no se depositaron."""
SendGuildWarehouseNoticeMessage2#0,"""Habian objetos que no se pudieron mover."""
TakeGuildWarehouseErrorTitle#0,"""Retirar objetos"""
TakeGuildWarehouseErrorMessage0#0,"""No se pudieron retirar los objetos."""
TakeGuildWarehouseErrorMessage1#0,"""No hay espacio suficiente en el inventario para retirar objetos."""
TakeGuildWarehouseErrorMessage2#0,"""Superas el número máximo de estos objetos.<br>Por favor, reduzca la cantidad que está retirando."""
TakeGuildWarehouseErrorMessage3#0,"""No se pudieron retirar los objetos."""
TakeGuildWarehouseErrorMessage4#0,"""No se han podido recuperar los artículos.<br><br>Su estatus de Premium ha expirado,<br>o su Posición de Alianza<br> es Provisional."""
TakeGuildWarehouseNoticeMessage1#0,"""Algunos objetos no pudieron ser retirados."""
MoveGuildWarehouseTitle#0,"""Mover objetos al almacen del Team"""
MoveGuildWarehouseMessage#0,"""Moviendo objetos al almacen del Team.<br>¿Estas seguro?<br><br><yellow>※ Por favor ten cuidado cuando usas el almacen del Team<br>ya que otros jugadores pueden usarlo.<c>"""
MoveGuildWarehouseErrorTitle#0,"""Mover objetos al almacen del Team"""
MoveGuildWarehouseErrorMessage0#0,"""No se pueden mover objetos al almacen del Team."""
MoveGuildWarehouseErrorMessage1#0,"""Este artículo no se puede mover al almacén del Team."""
MoveGuildWarehouseErrorMessage2#0,"""Espacio insuficiente en el almacen del Team para mover objetos."""
MoveGuildWarehouseErrorMessage3#0,"""No se pudo mover el objeto.<br><br>Tu premium ha expirado o el título del equipo es [Visitante]"""
MoveGuildWarehouseErrorMessage4#0,"""No se pueden mover los objetos protegidos."""
MoveGuildWarehouseErrorMessage13#0,"""Espacio insuficiente en Team Storage<br>para depositar el objeto,<br>$(0).<br>Por favor, asegúrese de que hay espacio<br>suficiente para los objetos<br>y vuelva a intentarlo."""
MoveGuildWarehouseNoticeMessage1#0,"""Algunos objetos no se movieron."""
MoveGuildWarehouseNoticeMessage2#0,"""Habian objetos que no se pudieron mover."""
ConsumeErrorTitle#0,"""Utilizar objeto"""
ConsumeErrorMessage0#0,"""Este objeto no se puede utilizar ahora."""
ConsumeErrorMessage1#0,"""No es posible agregar mas extensiones."""
ConsumeErrorMessage2#0,"""No puede agregar nada mas."""
ConsumeErrorMessage3#0,"""Debido a que este ticket ya se ha utilizado antes, no se puede volver a usar."""
ConsumeErrorMessage4#0,"""No se puede usar ningún objeto similares hasta que el efecto de el anterior se agote."""
ConsumeErrorMessage5#0,"""No se puede utilizar este objeto debido a las restricciones de Raza."""
ConsumeErrorMessage6#0,"""No se puede utilizar este objeto debido a las restricciones de genero."""
ConsumeErrorMessage7#0,"""No se puede utilizar este objeto debido a las restricciones de Raza y genero."""
