YesText#0,"""Si"""
Chat_Use_Public_Chair_Info#0,"""Salta con <%Jump>, stand with <%PhotonArts>."""
Chat_Monomane_Error#0,"""No se puede imitar, porque no has aprendido [$(0)]."""
Chat_Premiere_Limit#0,"""「プレミアムセット期間中」のみ有効なチャットコマンドです。"""
Chat_Unavailable_Finger_LobbyAction#0,"""このコスチューム・パーツは、ロビーアクションの手のポーズには対応していません。"""
Chat_Unavailable_Combine_Finger#0,"""このロビーアクションは、手のポーズに対応していません。"""
FormView_Incident_Title#0,"""Objetivo del E-Trial"""
FormView_Quest_Title#0,"""Objetivo de la misión"""
MailList_Ship_Title#0,"""Correo"""
MailList_Account_Title#0,"""-"""
MailList_MessageForm_Title#0,"""Correo"""
Mail_Normal_Title#0,"""Correo"""
Mail_Read_Title#0,"""Detalles del Correo"""
Mail_Send_Title#0,"""Nuevo correo"""
Mail_Edit_Time#0,"""Enviados"""
Mail_Edit_Time2#0,"""Recibidos"""
Mail_Edit_To#0,"""A"""
Mail_Edit_From#0,"""De"""
Mail_Edit_Subject#0,"""Asunto"""
Mail_Edit_Body#0,"""Mensaje"""
Mail_Help_ToList#0,"""Elegir un destinatario"""
Mail_Init_Mes_ToList#0,"""<gray>Selecciona un destinatario<c>"""
Mail_Init_Mes_EditList_PC#0,"""<gray>Por favor deje un mensaje<br>※ Presionando [Alt]+[Enter] se creara una nueva linea.<c>"""
Mail_Init_Mes_EditList_vita#0,"""<gray>Introdusca Texto<c>"""
Mail_Button_ToList#0,"""…"""
Mail_Button_Reply#0,"""Responder"""
Mail_Button_Send#0,"""Enviar"""
Mail_Button_Item#0,"""-"""
Mail_Button_Close#0,"""Cerrar"""
Mail_Result_ReplyText#0,"""$(0) escribe:<br>"""
Mail_Result_Reply#0,"""> """
Mail_Result_ReplyTitle#0,"""Re"""
Mail_Result_ReplySplit#0,""":"""
MailAddress_MessageForm_Title#0,"""Miembros"""
MailAddress_Create_Title#0,"""Cambiar destinatario"""
MailAddress_Button_Reload#0,"""Refrescar"""
MailAddress_Radio_None#0,"""Nada"""
MailAddress_Radio_ListFriend#0,"""Lista de amigos"""
MailAddress_Radio_ListMember#0,"""Lista del Team"""
MailList_Tab_All#0,"""1. Mostrar todos"""
MailList_Tab_System#0,"""2. Sistema"""
MailList_Tab_Chara#0,"""3. Personaje"""
MailList_Tab_ShipFriend#0,"""4. Amigos y Team"""
MailList_Tab_DailyOrder#0,"""-"""
MailList_Tab_ClientOrder#0,"""-"""
MailList_Tab_Scenario#0,"""-"""
MailList_Tab_Reward#0,"""-"""
MailList_Tab_Transmission#0,"""5. Enviado"""
MailList_Button_Reload#0,"""Refrescar"""
VITA_Mail_Button_Reply#0,"""Responder con una cita"""
VITA_MailList_CreateMail#0,"""<pict Sign_TRIANGLE>Escribir correo nuevo"""
MailList_Button_CreateNormalMail#0,"""Escribir un correo"""
MailList_Button_Delete#0,"""Borrar correos seleccionados"""
MailList_Button_Next#0,"""Leer siguiente"""
MailList_Menu_Open#0,"""Abrir"""
MailList_Menu_Delete#0,"""Borrar"""
MailList_Menu_MultiDelete#0,"""Borrado multiple"""
MailList_Menu_MarkRead#0,"""Marcar como leido"""
MailList_Menu_MarkUnRead#0,"""Marcar como sin leer"""
MailList_Sort_Receive#0,"""Por fecha de recibido"""
MailList_Sort_From#0,"""Por emisor/receptor"""
MailList_Sort_Subject#0,"""Por asunto"""
MailList_Sort_Read#0,"""Por leidos/no leidos"""
MailList_Mail_None#0,"""No tienes ningún correo"""
Mail_Player_None#0,"""Por favor selecciona un receptor"""
MailList_List_Remove_Exp#0,"""¿Quieres borrar este correo?"""
MailList_Error_Command_LISTED#0,"""No se pudo obtener la lista de correo<br><br>[No.1003]"""
MailList_Error_Command_REMOVED#0,"""No se ha podido eliminar el correo.<br><br>[No.1004]"""
MailList_Error_Command_UPDATED#0,"""Error al actualizar el correo.<br><br>[No.1047]"""
MailList_Error_Command_BODY_GOT#0,"""No se pudo recibir contenido del correo.<br><br>[No.1005]"""
MailList_Error_Command_CHARA_SENT#0,"""No se pudo enviar el correo.<br><br>[No.1006]"""
MailList_Error_Command_SHIP_SENT#0,"""No se pudo enviar el correo.<br><br>[No.1007]"""
MailList_Error_Command_SHIP_RECEIVE#0,"""Error al procesar el correo.<br><br>[No.1008]"""
MailList_Error_Command_Default#0,"""Error al procesar el correo.<br><br>[No.1009]"""
MailList_Error_Insufficient#0,"""Correos requieren tanto un asunto y cuerpo."""
MailList_Error_ToNone#0,"""No ha marcado receptor.<br>Correo no enviado."""
MailList_Error_Result_Error#0,"""No se pudo procesar el correo<br>ha ocurrido un error.<br><br>[No.1010]"""
MailList_Error_Result_Unknown#0,"""No se pudo procesar el correo<br>ha ocurrido un error.<br><br>[No.1011]"""
MailList_Error_Result_Black#0,"""No se pudo enviar el correo.<br><br>[No.1012]"""
MailList_Error_Chakkyo_Sareta#0,"""Correo enviado"""
MailList_Error_Result_TooMany#0,"""Error al procesar el correo, as you have too many.<br><br>[No.1013］"""
MailList_Error_Result_DB#0,"""Error al procesar el correo, as the database could not be accessed.<br><br>[No.1014］"""
MailList_Error_Result_InvalidChara#0,"""No se pudo procesar el correo<br>as Ocurrio un error.<br><br>[No.1015]"""
MailList_Error_Result_NotFriend#0,"""El destinatario no es ni un<br>amigo un miembro del Team.<br><br>[No.1016］"""
MailList_Error_Result_TooLongSubject#0,"""La linea de asunto es demasiado larga.<br>No se pudo enviar el correo."""
MailList_Error_Result_TooLongBody#0,"""El contenido de su correo es demasiado largo.<br>No se pudo enviar el correo."""
MailList_Error_Result_Busy#0,"""No se ha podido procesar su correo,<br>as the server is busy.<br><br>[No.1017]"""
MailList_Error_Default#0,"""No se pudo procesar el correo<br>ha ocurrido un error.<br><br>[No.1018]"""
MailList_Result_NotifyMail#0,"""Has recibido un nuevo correo."""
MailList_Result_SendOK#0,"""Correo enviado"""
MailList_Result_SendNG#0,"""No se pudo enviar el correo<br>ha ocurrido un error.<br><br>[No.1019"""
Account_Form_Title#0,"""Lista de Amigos"""
Ship_Form_Title#0,"""Lista de Amigos"""
FriendList_Name_ID#0,"""Nombre del personaje / Player ID"""
FriendList_Name_Block#0,"""Bloque / Ubicación"""
FriendList_Name_PlayerID#0,"""Nombre ID del jugador"""
FriendList_Name_Login#0,"""Tiempo en Linea"""
FriendList_Name_Ship#0,"""Nave actual"""
FriendList_Name_Chara_Vita#0,"""Nombre del personaje"""
FriendList_Name_Block_Vita#0,"""Bloque"""
FriendList_Name_Place_Vita#0,"""Ubicación"""
FriendList_Name_Priority_Vita#0,"""Prioridad"""
FriendList_Name_LoginStatus_Vita#0,"""Estado de conexión"""
Priority_Title#0,"""Opciónes de pantalla principal"""
Priority1#0,"""Prioridad 1"""
Priority2#0,"""Prioridad 2"""
Priority3#0,"""Prioridad 3"""
Priority4#0,"""Prioridad 4"""
Priority5#0,"""Prioridad 5"""
FriendList_NotifyInviteSend#0,"""Solicitud de amistad enviada."""
FriendList_NotifyInvite#0,"""Recibistes una solicitud de amistad de $(0)."""
FriendList_NotifyInviteReplyOK#0,"""$(0) ha aceptado tu solicitud de amistad."""
FriendList_NotifyInviteReplyNG#0,"""$(0) ha rechazado tu solicitud de amistad."""
FriendList_FrindOK#0,"""Ahora eres amigo de $(0)."""
FriendList_FrindNG#0,"""Eliges no ser amigo de $(0)."""
FriendList_LogincallON#0,"""Aviso de entrada activada"""
FriendList_LogincallOFF#0,"""Aviso de entrada desactivada"""
FriendList_FrindRemove#0,"""Remover registro de amistad."""
FriendList_Button_Reload#0,"""Refrescar"""
FriendList_Button_Search#0,"""Busqueda"""
FriendList_Sort_Name#0,"""Ordenar por nombre"""
FriendList_Sort_Registration#0,"""Ordenar por registro"""
FriendList_Sort_Group#0,"""Ordenar por grupo"""
FriendList_Tree_RecvInvite#0,"""Tienes invitaciones sin respuesta de ($(0))"""
FriendList_Tree_SendInvite#0,"""Algunas de sus peticiones aun no se han contestado ($(0))."""
FriendList_Tree_Online#0,"""Conectados ($(0))"""
FriendList_Tree_Offline#0,"""Desconectados ($(0))"""
FriendList_Tree_BlackList#0,"""Ignorados ($(0))"""
Account_Menu_Mail#0,"""Enviar correo"""
Account_Menu_FriendRemove#0,"""Dejar de ser amigos"""
Friend_Invite_Search_Title#0,"""-"""
Friend_Invite_Search_Exp#0,"""-"""
Ship_Menu_Whisper#0,"""-"""
Ship_Menu_Channel#0,"""-"""
Ship_Menu_Party#0,"""-"""
Ship_Menu_GJ#0,"""-"""
Ship_Menu_ItemMail#0,"""-"""
Ship_Menu_Mail#0,"""Enviar correo"""
Ship_Menu_FriendCard#0,"""-"""
Ship_Menu_CharaData#0,"""-"""
Ship_Menu_LoginCallON#0,"""Aviso de entrada activado"""
Ship_Menu_LoginCallOFF#0,"""Aviso de entrada desactivado"""
Ship_Menu_ShipRemove#0,"""Borrar amigo"""
Ship_Menu_Myroom#0,"""Ir a tu cuarto"""
Frined_Invite_Menu_Remove#0,"""Retirar solicitud de amistad"""
Frined_Invite_Menu_Accept#0,"""Aceptar amigo"""
Frined_Invite_Menu_Reject#0,"""Rechazar amigo"""
Frined_Invite_Reject_Exp#0,"""Rechazar la solicitud de amistad de $(0).<br>¿Estas seguro?<br><br>(Puede seguir recibiendo nuevas solicitudes de amistad de está persona.)"""
Frined_List_Remove_Exp#0,"""Remover de la lista de amigos.<br>¿Quieres continuar?"""
Frined_Invite_Remove_Exp#0,"""¿Quieres cancelar la solicitud de amistad de $(0)?"""
Friend_Menu_None#0,"""-"""
BlackList_Menu_Remove#0,"""Remover de ignorados"""
Chara_Form_Title#0,"""Amigo"""
Friend_Where_Lobby#0,"""Vestibulo principal"""
Friend_Where_Quest#0,"""Misiones"""
Friend_Where_MyRoom#0,"""Habitación"""
Friend_Where_GuildRoom#0,"""Salon del Team"""
Friend_Where_Amusement#0,"""Área del Casino"""
Friend_Where_ChallengeLobby#0,"""Vestibulo de Desafio"""
Friend_Where_BridgeLobby#0,"""Puente"""
Friend_Where_CafeLobby#0,"""Cafe de Franka"""
Friend_Where_PokaLobby#0,"""Vestibulo de Batalla"""
Friend_Where_Default#0,"""Desconocido"""
Friend_Message_None#0,"""Lista de amigos"""
Friend_Message_Error#0,"""Lista de amigos"""
Friend_Message_FriendOK#0,"""Registración en la lista de amigos completada"""
Friend_Message_FriendNG#0,"""Registración en la lista de amigos rechazada"""
Friend_Message_Invite#0,"""Recibes una invitación de amistad"""
Friend_Message_InviteOK#0,"""Aceptar solicitud de amistad"""
Friend_Message_InviteNG#0,"""Rechazar solicitud de amistad"""
Friend_Message_InviteCancell#0,"""Cancelar solicitud de amistad"""
Friend_Message_Logincall#0,"""Ajustes de avisos de entradas"""
Friend_Message_FriendGroup#0,"""Configuración del grupo de amigos"""
Friend_Message_BlackError#0,"""Lista negra"""
Friend_Message_BlackAdd#0,"""Registro completedado en lista negra."""
Friend_Message_BlackRemove#0,"""Remover de la lista negra"""
BlackList_Error_None#0,"""No hay tal persona.<br><br>[No.1020]"""
BlackList_Error_Unknown#0,"""No se ha podido procesar,<br>ha ocurrido un error.<br><br>[No.1021]"""
BlackList_Error_DB#0,"""No se ha podido procesar,<br>la base de datos no pudo ser visitada.<br><br>[No.1022]"""
BlackList_Error_Already#0,"""Usted ya tiene a está persona en la lista negra."""
BlackList_Error_GM#0,"""Este jugador no se puede registrar en la lista negra."""
BlackList_Error_Busy#0,"""No se ha podido procesar,<br>debido a un problema de comunicación.<br><br>[No.1023]"""
BlackList_Error_Default#0,"""No se ha podido procesar,,<br>ha ocurrido un error.<br><br>[No.1024]"""
BlackList_Result_Add#0,"""Agregaste a $(0) a tu lista negra."""
BlackList_Result_Remove#0,"""Has retirado a $(0) de tu lista negra."""
BlackList_Add_Title#0,"""Agregar a lista negra"""
BlackList_Add_Exp#0,"""Cuando alguien está en lista negra,<br>ya no recibira cierta comunicaciones<br>(invitaciones de grupo,correos,y chatear).<br><br>※ Puedes desbloquear las personas en cualquier momento.<br><br>¿Seguro que deseas bloquear a está persona?"""
BlackList_Result_Unknown#0,"""No se ha podido procesar,<br>ya que se produjo un error.<br><br>[No.1025]"""
BlackList_Error_TooMany#0,"""No se puede agregar mas gente a la lista negra."""
FriendList_Error_MailErr#0,"""No se ha podido procesar,<br>ya que se produjo un error.<br><br>[No.1026]"""
FriendList_Error_Unknown#0,"""No se ha podido procesar,<br>ya que se produjo un error.<br><br>[No.1027」］"""
FriendList_Error_NotOnline#0,"""El usuario de destino no está en linea.<br><br>[No.1028]"""
FriendList_Error_Black#0,"""No se pueden enviar solicitudes de amistad a los jugadores de tu lista negra."""
FriendList_Error_Black01#0,"""Actualmente no es posible ser amigo de este jugador."""
FriendList_Error_Black_send#0,"""Esta persona no puede responder a su solicitud de amigo ahora.<br><br>[No.1030]"""
FriendList_Error_Black_reply#0,"""No se ha podido procesar,<br>ya que se produjo un error.<br><br>[No.1031]"""
FriendList_Error_TooMany#0,"""Uno de los dos tiene la cantidad maxima de amigos (200)."""
FriendList_Error_DB#0,"""No se ha podido procesar,<br>ya que no se pudo acceder a la base de datos.<br><br>[No.1032]"""
FriendList_Error_InvalidCharacter#0,"""Estas registrando a este amigo de nuevo."""
FriendList_Error_InvalidAccount#0,"""No se puede registrar a si mismo como un amigo."""
FriendList_Error_NotFriend#0,"""Esta persona no es ni un amigo<br>ni un miembro del Team."""
FriendList_Error_AlreadyFriend#0,"""Esta persona ya es tu amigo."""
FriendList_Error_AlreadyInviting#0,"""Ya has invitado a a está persona."""
FriendList_Error_NotFound#0,"""Esta persona no existe."""
FriendList_Error_InviteDirect#0,"""Has registrado a este amigo de nuevo."""
FriendList_Error_InviteTooMany#0,"""Ya has enviado el numero maximo de invitaciones."""
FriendList_Error_AlreadyInvite#0,"""Ha está persona ya se le ha enviado una solicitud de amistad."""
FriendList_Error_Busy#0,"""No se ha podido procesar,<br>debido a un problema de comunicación.<br><br>[No.1033]"""
FriendList_Error_MyBlack#0,"""No puede hacerse amigo de las personas en su lista negra."""
FriendList_Error_Default#0,"""No se ha podido procesar,<br>ya que se produjo un error.<br><br>[No.1027]"""
FriendList_Error_NotInviting#0,"""No se ha podido procesar la solicitud de<br>registro, ya que fue retirada."""
FriendList_ConfirmTitle#0,"""Solicitud de amistad"""
FriendList_Confirm#0,"""Estas a punto de enviar una solicitud de amistad a<br>$(0).<br><br>Se puede incluir un mensaje con la solicitud.<br>¿Le gustaría enviar una solicitud de amistad<br>con el siguiente mensaje?"""
FriendList_DefaultMessage#0,"""Vamos a ser amigos!"""
FriendList_YesNo_Title#0,"""Ver solicitud de amistad"""
FriendList_YesNo_Message#0,"""$(0) te ha enviado una solicitud de amistad.<br><br>Al convertirse en amigos, podran ver su<br>estado de conexion y recibir avisos de<br>inicio y vice versa.<br><br>¿Seguro de que deseas aprobar está solicitud de amistad?"""
FriendList_YesNo_Res#0,"""Incluir mensaje"""
FriendList_YesButton#0,"""Aprobar"""
FriendList_NoButton#0,"""Rechazar"""
FriendList_Exp_Title#0,"""Solicitud de amistad aprobada"""
FriendList_Exp#0,"""$(0) te ha enviado una solicitud de amistad.<br><br>¿Le gustaría aceptar?"""
SendTitle#0,"""Envia un solicitud de amistad"""
SendMsg#0,"""Usted está a punto de enviar una solicitud de amistad a<br>$(0).<br><br>Se puede incluir un mensaje con la solicitud.<br>¿Le gustaría enviar una solicitud de amistad<br>con el siguiente mensaje?"""
Friend_Where_ChallengeShip#0,"""Tienda de desafíos"""
FriendGroupTypeA#0,"""<pict FriendGroupA>"""
FriendGroupTypeB#0,"""<pict FriendGroupB>"""
FriendGroupTypeC#0,"""<pict FriendGroupC>"""
FriendGroupTypeD#0,"""<pict FriendGroupD>"""
FriendGroupTypeE#0,"""<pict FriendGroupE>"""
FriendGroupSetToastMessage#0,"""$(0) fue asignado al grupo $(1)."""
FriendGroupClearToastMessage#0,"""$(0) fue removido del grupo."""
FriendGroupSubPopupValue1#0,"""Mover al"""
FriendGroupSubPopupValue2#0,"""Mover al"""
FriendList_Sub_PopUp_Group#0,"""$(1) grupo $(0)"""
FriendList_Sub_PopUp_Group_Non#0,"""Remover del grupo"""
Friend_From_Comment#0,"""Info. del amigo"""
Friend_Comment#0,"""Mensaje de amistad"""
Friend_Quest#0,"""Misión aceptada"""
Friend_NoLogin#0,"""<c a0a0a0>No se ha conectado ultimamente.<c>"""
MoveBlock_ErrorTitle#0,"""No se pudo cambiar de bloque"""
MoveBlock_ErrorMessage#0,"""Estás en una zona especial.<br>No te puedes mover a ese bloque"""
BlockType_Different_01#0,"""No se puede mostrar un bloque PSO2."""
BlockType_Different_02#0,"""No se puede mostrar un PSO2: Bloque NGS."""
QuestRewardRankNone#0,"""-"""
QuestRewardRankF#0,"""-"""
QuestRewardRankE#0,"""-"""
QuestRewardRankD#0,"""-"""
QuestRewardRankC#0,"""-"""
QuestRewardRankB#0,"""-"""
QuestRewardRankA#0,"""-"""
QuestRewardRankS#0,"""-"""
QuestRewardRankS2#0,"""-"""
QuestRewardRankS3#0,"""-"""
Area#0,""" Area """
Hyphen#1,"""‐"""
Nextarea_Planet#0,"""$(2) $(0): Area $(1)"""
Nextarea#0,"""$(0): Area $(1)"""
Campship#0,"""Campship"""
PlaceLobby#0,"""Vestibulo principal"""
PlaceEsthe#0,"""Estilista"""
PlaceEvent#0,"""En un evento"""
PlaceBonusmap#0,"""????"""
PlaceSpEsthe#0,"""Salon del Partner"""
PlaceSpCharaCreate#0,"""Creación del Partner"""
PlaceAmLobby#0,"""Casino Area"""
PlaceChallengeLobby#0,"""Challenge Lobby"""
PlaceBridgeLobby#0,"""Bridge"""
PlaceCafeLobby#0,"""Franca's Cafe"""
PlacePokaLobby#0,"""Battle Lobby"""
PlaceQuest#0,"""Misión"""
PlaceMyRoom#0,"""Tu Habitación"""
PlaceGuildRoom#0,"""Team Room"""
PlaceDefault#0,"""Desconocido"""
Area00#0,"""Nada """
Area01#0,"""-"""
Area02#0,"""Sector urbano"""
Area03#0,"""Bosque"""
Area04#0,"""Cavernas Volcanicas"""
Area05#0,"""-"""
Area06#0,"""Tundra"""
Area07#0,"""Ruinas"""
Area08#0,"""Desierto"""
Area09#0,"""Tuneles"""
Area10#0,"""Skyscape"""
Area11#0,"""Nido de los Darkers"""
Area12#0,"""Deck"""
Area13#0,"""Santuario"""
Area14#0,"""VR Space (Bosque)"""
Area15#0,"""VR Space (Tundra)"""
Area16#0,"""VR Space (Ruinas)"""
Area17#0,"""Costa"""
Area18#0,"""Cantera"""
Area19#0,"""Lecho Marino"""
Area20#0,"""Base Minera"""
Area21#0,"""Mothership Interior"""
Area22#0,"""Shironia"""
Area23#0,"""Instalaciones Flotantes"""
Area24#0,"""Área corrupta: Bosque"""
Area25#0,"""Fortaleza de Shironia"""
Area26#0,"""Shironia: Jardin sellado"""
Area27#0,"""Área corrupta: Sub. Tunnels"""
Area28#0,"""VR Space"""
Area29#0,"""????"""
Area30#0,"""■■■■"""
Area31#0,"""Kuron"""
Area32#0,"""El fin del mundo"""
Area33#0,"""Shuttle"""
Area34#0,"""Área corrupta: Ruinas"""
Area35#0,"""Base minera"""
Area36#0,"""Tokyo"""
Area37#0,"""Aguas costeras de Japon"""
Area38#0,"""VR Space"""
Area39#0,"""????"""
Area40#0,"""Las Vegas"""
Area41#0,"""Área corrupta: Volcan"""
Area42#0,"""Instalaciones Abandonadas"""
Area43#0,"""Vestibulo Principal"""
Area44#0,"""Superficie Lunar"""
Area45#0,"""Instalación Central Subterranea"""
Area46#0,"""VR Arena"""
Area47#0,"""VR Arena"""
Area48#0,"""VR Arena"""
Area49#0,"""Yggdrasil"""
Area50#0,"""Observatorio de la torre ESC-A en Londres"""
Area51#0,"""Pradera"""
Area52#0,"""Cercanias al Devil Castle"""
Area53#0,"""Yermo"""
Area54#0,"""Castillo Veruniano - Salon del Trono"""
Area55#0,"""VR Arena"""
Area56#0,"""Castillo Cuent"""
Area57#0,"""Lago Caldera"""
Area58#0,"""Bosque Encantado"""
Area59#0,"""Cañón"""
Area60#0,"""Desierto de Epic"""
Area61#0,"""Desierto de Epic"""
Area62#0,"""Cañon"""
Area63#0,"""？？？？"""
Area64#0,"""Vieja Torre"""
Area65#0,"""Ubicacion de la Señal de [Persona]"""
Area66#0,"""Mothership Xiao"""
Area67#0,"""VR Arena """
Area68#0,"""Sector 1: Area de Despliegue"""
Area69#0,"""Sector 2: Area de Despliegue"""
Area70#0,"""Sector 3: Area de Despliegue"""
Area71#0,"""Sector 3: Area de Despliegue"""
Area72#0,"""Sector 3: Area de Despliegue"""
Area73#0,"""Area Urbana: Cielos"""
Area74#0,"""Area de Entrenamiento"""
Area75#0,"""Interior de Nave de Batalla"""
Area76#0,"""Mothership Shiva"""
Area77#0,"""Castillo Verun: Salon del Trono"""
Area78#0,"""Espacio"""
Area79#0,"""Acorazado enemigo: Cubierta"""
Area80#0,"""Isla de Louisa"""
Area81#0,"""Mothership Shiva"""
Area82#0,"""Mothership Shiva"""
Area83#0,"""※※※"""
Planet0#0,"""Nada"""
Planet1#0,"""Planeta Naberius"""
Planet2#0,"""Planeta Lillipa"""
Planet3#0,"""Planeta Amduscia"""
Planet4#0,"""Nave ARKS"""
Planet5#0,"""Naufragio de nave ARKS"""
Planet6#0,"""????"""
Planet7#0,"""Planeta Wopal"""
Planet8#0,"""Mothership"""
Planet9#0,"""Mothership infestada"""
Planet10#0,"""Planeta Harkotan"""
Planet11#0,"""Cielos de Naberius"""
Planet12#0,"""Planeta Tierra"""
Planet13#0,"""???? """
Planet14#0,"""Otro Mundo Omega"""
Planet15#0,"""Universo de Oracle"""
Planet16#0,"""Armada Battlesphere"""
QuestRank01#0,"""Normal"""
QuestRank02#0,"""Hard"""
QuestRank03#0,"""Very Hard"""
QuestRank04#0,"""Super Hard"""
QuestRank05#0,"""Extra Hard"""
QuestRank06#0,"""Ultra Hard"""
QuestRank00_Short#0,"""E"""
QuestRank01_Short#0,"""N"""
QuestRank02_Short#0,"""H"""
QuestRank03_Short#0,"""VH"""
QuestRank04_Short#0,"""SH"""
QuestRank05_Short#0,"""XH"""
QuestRank06_Short#0,"""UH"""
QuestRank07_Short#0,"""CA"""
QuestRank08_Short#0,"""HC"""
QuestRank_None#0,"""-"""
QuestRankEx_Ultimate#0,"""ULT"""
Type00#0,"""Nada"""
Type01#0,"""Extreme Quest"""
Type02#0,"""Story Quest [EP1]"""
Type03#0,"""ARKS Quest"""
Type04#0,"""Limited Quest"""
Type05#0,"""●Extreme (Debug)"""
Type06#0,"""-"""
Type07#0,"""Story Quest [EP2]"""
Type08#0,"""NetCafe Only"""
Type09#0,"""●Battle Arena (Debug)"""
Type10#0,"""-"""
Type11#0,"""Advance Quest"""
Type12#0,"""Free Field"""
Type13#0,"""●Free (Debug)"""
Type14#0,"""●ARKS (Debug)"""
Type15#0,"""●Story (Debug)"""
Type16#0,"""Challenge Quest"""
Type17#0,"""Emergency Quest"""
Type18#0,"""●Emergency Quest (Debug)"""
Type20#0,"""●Time (Debug)"""
Type21#0,"""●ARKS (Debug02)"""
Type22#0,"""●ARKS (Debug03)"""
Type23#0,"""●ARKS (Debug04)"""
Type24#0,"""●ARKS (Debug05)"""
Type25#0,"""●ARKS (Debug06)"""
Type26#0,"""●ARKS (Debug07)"""
Type27#0,"""●ARKS (Debug08)"""
